"Date","Price","Open","High","Low","Vol.","Change %"
"12/28/2024","3,404.59","3,334.23","3,427.65","3,322.42","196.38K","2.11%"
"12/27/2024","3,334.19","3,335.96","3,438.85","3,309.03","378.00K","-0.05%"
"12/26/2024","3,335.96","3,496.50","3,512.77","3,305.53","360.40K","-4.59%"
"12/25/2024","3,496.49","3,493.33","3,546.29","3,442.61","259.25K","0.09%"
"12/24/2024","3,493.31","3,422.01","3,539.54","3,359.77","352.36K","2.08%"
"12/23/2024","3,422.01","3,281.58","3,463.58","3,220.10","547.74K","4.28%"
"12/22/2024","3,281.58","3,338.72","3,401.96","3,223.39","400.57K","-1.71%"
"12/21/2024","3,338.66","3,474.05","3,555.05","3,294.00","521.99K","-3.90%"
"12/20/2024","3,474.01","3,418.83","3,496.35","3,103.72","1.45M","1.61%"
"12/19/2024","3,418.84","3,627.82","3,719.52","3,337.46","1.17M","-5.76%"
"12/18/2024","3,627.88","3,892.79","3,902.30","3,620.61","781.62K","-6.81%"
"12/17/2024","3,892.79","3,986.91","4,040.69","3,851.17","493.60K","-2.36%"
"12/16/2024","3,986.91","3,959.89","4,102.90","3,885.84","726.41K","0.68%"
"12/15/2024","3,959.81","3,871.13","3,973.48","3,832.12","272.40K","2.29%"
"12/14/2024","3,871.13","3,906.78","3,943.06","3,828.23","287.75K","-0.98%"
"12/13/2024","3,909.48","3,881.57","3,966.50","3,853.92","417.74K","0.72%"
"12/12/2024","3,881.63","3,831.70","3,985.32","3,797.58","634.18K","1.31%"
"12/11/2024","3,831.41","3,628.97","3,848.02","3,564.79","509.73K","5.58%"
"12/10/2024","3,628.94","3,718.98","3,778.81","3,521.57","1.02M","-2.42%"
"12/09/2024","3,718.98","4,002.91","4,005.08","3,550.21","1.02M","-7.09%"
"12/08/2024","4,002.91","3,996.25","4,015.24","3,924.77","273.27K","0.17%"
"12/07/2024","3,996.24","3,998.92","4,023.96","3,969.39","303.07K","-0.08%"
"12/06/2024","3,999.51","3,785.07","4,084.99","3,780.34","864.64K","5.66%"
"12/05/2024","3,785.10","3,836.23","3,950.67","3,696.83","1.05M","-1.33%"
"12/04/2024","3,836.25","3,615.07","3,885.69","3,615.07","1.06M","6.12%"
"12/03/2024","3,615.07","3,643.50","3,669.40","3,510.19","729.65K","-0.78%"
"12/02/2024","3,643.48","3,707.86","3,756.70","3,561.95","799.75K","-1.75%"
"12/01/2024","3,708.33","3,702.96","3,743.78","3,660.98","465.31K","0.14%"
"11/30/2024","3,702.97","3,592.13","3,733.47","3,572.64","563.91K","3.09%"
"11/29/2024","3,592.13","3,578.42","3,642.95","3,539.02","472.94K","0.38%"
"11/28/2024","3,578.41","3,653.26","3,661.40","3,530.79","613.22K","-2.06%"
"11/27/2024","3,653.79","3,326.30","3,684.68","3,303.79","827.39K","9.85%"
"11/26/2024","3,326.30","3,412.15","3,460.40","3,254.45","729.51K","-2.52%"
"11/25/2024","3,412.18","3,361.47","3,544.71","3,301.68","1.02M","1.51%"
"11/24/2024","3,361.41","3,393.92","3,448.58","3,285.45","525.45K","-0.96%"
"11/23/2024","3,393.91","3,327.68","3,495.09","3,316.84","785.63K","1.99%"
"11/22/2024","3,327.77","3,356.42","3,424.47","3,261.04","661.77K","-0.85%"
"11/21/2024","3,356.43","3,069.96","3,386.41","3,034.44","1.06M","9.34%"
"11/20/2024","3,069.72","3,106.07","3,158.15","3,030.91","550.53K","-1.17%"
"11/19/2024","3,105.97","3,207.54","3,219.80","3,066.26","549.16K","-3.16%"
"11/18/2024","3,207.46","3,075.42","3,220.65","3,052.29","698.67K","4.29%"
